,32,33,34,35,36,37,38,39,40,41
0,0.006067,0.005087,0.005493,0.004370,0.003500,0.003081,0.004591,0.004775,0.004637,0.004046
1,0.005087,0.007036,0.006115,0.004865,0.003896,0.003429,0.005110,0.005316,0.005161,0.004504
2,0.005493,0.006115,0.007460,0.005254,0.004207,0.003704,0.005519,0.005741,0.005574,0.004864
3,0.004370,0.004865,0.005254,0.005428,0.003347,0.002946,0.004390,0.004567,0.004434,0.003870
4,0.003500,0.003896,0.004207,0.003347,0.004616,0.002359,0.003516,0.003657,0.003551,0.003099
5,0.003081,0.003429,0.003704,0.002946,0.002359,0.005807,0.003095,0.003219,0.003126,0.002728
6,0.004591,0.005110,0.005519,0.004390,0.003516,0.003095,0.005981,0.004798,0.004658,0.004065
7,0.004775,0.005316,0.005741,0.004567,0.003657,0.003219,0.004798,0.009238,0.004846,0.004229
8,0.004637,0.005161,0.005574,0.004434,0.003551,0.003126,0.004658,0.004846,0.008721,0.004106
9,0.004046,0.004504,0.004864,0.003870,0.003099,0.002728,0.004065,0.004229,0.004106,0.004470
