,day,open,high,low,close,volume
1065,1995-03-02,557.500,564.640,553.520,560.850,46652700
1066,1995-03-03,562.300,580.390,562.300,577.220,106918400
1067,1995-03-06,585.240,616.760,582.550,616.300,203140700
1068,1995-03-07,614.730,635.240,597.200,632.960,321071000
1069,1995-03-08,632.950,639.010,616.770,620.800,305092400
1070,1995-03-09,617.220,624.250,604.790,605.590,162393900
1071,1995-03-10,600.450,600.510,583.720,586.290,125051700
1072,1995-03-13,596.640,597.180,583.380,586.230,71822100
1073,1995-03-14,588.180,599.900,586.190,588.240,71949500
1074,1995-03-15,588.780,591.490,568.600,572.600,66866300
1075,1995-03-16,570.510,579.880,569.170,579.880,48940300
1076,1995-03-17,579.620,593.970,577.910,593.520,79819600
1077,1995-03-20,597.840,604.960,585.150,585.450,108432300
1078,1995-03-21,581.800,593.160,581.330,591.950,60310200
1079,1995-03-22,595.320,613.760,594.410,613.700,134616500
1080,1995-03-23,617.540,620.340,609.150,611.130,190779600
1081,1995-03-24,609.900,613.590,600.560,611.770,97954500
1082,1995-03-27,618.470,631.700,618.470,629.360,171900100
1083,1995-03-28,625.570,631.830,624.390,626.550,124665600
1084,1995-03-29,624.840,637.350,615.440,637.150,103042500
1085,1995-03-30,641.360,645.320,630.050,630.930,168492900
1086,1995-03-31,629.930,648.040,627.230,646.920,126596300
1087,1995-04-03,651.040,660.610,647.430,656.880,211416000
1088,1995-04-04,652.430,660.790,650.820,660.160,152095300
1089,1995-04-05,658.440,664.950,649.300,649.700,140374100
1090,1995-04-06,645.140,659.090,641.830,659.060,186029200
1091,1995-04-07,663.450,677.660,662.740,673.720,344107800
1092,1995-04-10,678.740,681.150,665.110,667.390,264618100
1093,1995-04-11,661.010,665.040,640.350,641.080,354151500
1094,1995-04-12,633.820,649.210,632.770,644.740,161981200
1095,1995-04-13,647.210,651.020,632.410,632.760,143620300
1096,1995-04-14,630.720,640.560,627.040,640.040,102212500
1097,1995-04-17,640.170,642.820,628.440,631.260,68672900
1098,1995-04-18,629.870,634.150,625.130,625.520,57637400
1099,1995-04-19,625.240,631.590,625.110,631.510,70813000
1100,1995-04-20,634.040,645.350,634.920,645.200,109239900
1101,1995-04-21,646.900,649.220,635.730,635.990,134057300
1102,1995-04-24,627.390,630.260,618.130,619.730,97712300
1103,1995-04-25,617.010,621.530,615.350,619.840,61098500
1104,1995-04-26,621.120,622.830,601.760,601.830,94140900
1105,1995-04-27,579.640,598.620,547.210,573.310,190599600
1106,1995-04-28,577.430,582.020,572.320,579.930,93814400
1107,1995-05-02,576.690,580.280,574.900,579.040,80734300
1108,1995-05-03,580.790,586.250,580.130,580.380,48247200
1109,1995-05-04,579.510,580.460,567.930,571.200,48050600
1110,1995-05-05,569.530,577.450,569.530,574.170,41884500
1111,1995-05-08,573.120,575.100,568.700,571.510,30023900
1112,1995-05-09,572.100,579.560,572.100,578.500,36364800
1113,1995-05-10,577.760,580.750,564.860,565.140,54807700
1114,1995-05-11,568.750,572.340,566.420,568.060,34902400
1115,1995-05-12,569.350,593.500,567.890,584.840,10644500
1116,1995-05-15,583.190,583.400,578.600,582.040,41069500
1117,1995-05-16,583.170,584.410,578.180,578.850,33258300
1118,1995-05-17,578.840,582.960,577.140,582.890,24231100
1119,1995-05-18,741.810,770.820,682.010,763.510,1007610100
1120,1995-05-19,768.820,855.810,761.380,855.810,1085526700
1121,1995-05-22,919.750,926.410,870.790,897.420,1207091700
1122,1995-05-23,791.740,833.690,749.830,750.300,840916100
1123,1995-05-24,761.160,770.140,720.970,741.930,415347300
1124,1995-05-25,747.060,748.230,696.440,696.850,315144800
1125,1995-05-26,681.370,781.340,672.370,727.620,390133900
1126,1995-05-29,719.640,724.010,698.770,710.590,150588500
1127,1995-05-30,712.260,725.800,704.400,711.000,126918200
1128,1995-05-31,701.220,706.480,690.710,700.510,109235600
1129,1995-06-01,703.720,708.670,702.080,708.670,90697400
1130,1995-06-02,710.820,722.300,710.500,716.820,145328900
1131,1995-06-05,718.140,718.410,691.010,691.640,118700200
1132,1995-06-06,678.370,690.650,675.650,689.130,93259700
1133,1995-06-07,688.860,716.540,686.880,716.450,117363700
1134,1995-06-08,711.180,722.170,693.340,695.930,214323000
1135,1995-06-09,695.700,709.020,695.620,702.620,133747500
1136,1995-06-12,696.650,702.170,690.400,698.720,194417300
1137,1995-06-13,697.890,702.970,696.830,698.950,118839600
1138,1995-06-14,699.320,701.850,684.850,689.220,110360700
1139,1995-06-15,685.450,685.460,640.370,646.850,231709100
1140,1995-06-16,638.300,655.340,636.130,646.540,98291200
1141,1995-06-19,637.580,641.690,634.810,638.960,71411400
1142,1995-06-20,641.410,647.370,639.490,640.660,77950000
1143,1995-06-21,640.880,651.810,639.880,651.810,85903500
1144,1995-06-22,650.850,653.920,642.600,644.470,106360700
1145,1995-06-23,643.680,650.820,643.680,650.140,85588600
1146,1995-06-26,650.910,654.780,647.810,653.400,82060600
1147,1995-06-27,655.960,659.780,648.840,649.930,138607800
1148,1995-06-28,649.280,649.480,643.520,647.640,79209400
1149,1995-06-29,647.820,650.820,641.570,643.920,79952400
1150,1995-06-30,641.600,641.600,625.700,630.580,191774000
1151,1995-07-03,623.140,623.190,612.920,613.180,126025600
1152,1995-07-04,612.240,620.620,610.330,620.620,90839900
1153,1995-07-05,624.020,637.400,623.980,636.030,115741400
1154,1995-07-06,638.030,650.710,631.240,637.770,204092200
1155,1995-07-07,637.480,666.850,636.840,666.780,306610800
1156,1995-07-10,669.060,669.060,660.050,666.240,340945900
1157,1995-07-11,668.770,669.770,648.620,649.190,224597600
1158,1995-07-12,645.850,652.840,645.830,648.910,113428900
1159,1995-07-13,649.530,656.150,649.430,656.150,158822800
1160,1995-07-14,658.920,662.550,652.360,652.800,176640200
1161,1995-07-17,651.950,700.770,651.670,695.450,461882900
1162,1995-07-18,693.970,715.470,686.910,715.470,669229000
1163,1995-07-19,717.470,723.680,688.930,690.980,669834500
1164,1995-07-20,686.560,696.930,681.370,690.300,276321500
1165,1995-07-21,694.100,699.190,686.640,693.560,287602900
1166,1995-07-24,699.840,716.220,699.840,709.920,858844800
1167,1995-07-25,709.720,712.280,699.600,703.580,467742500
1168,1995-07-26,703.290,713.040,690.360,691.120,370540100
1169,1995-07-27,686.900,697.720,686.760,697.720,224699300
1170,1995-07-28,699.850,702.970,692.880,695.420,323092500
1171,1995-07-31,699.610,702.440,692.480,695.550,232412500
1172,1995-08-01,697.220,718.240,688.650,715.400,319420100
1173,1995-08-02,721.150,733.860,699.450,699.990,454482800
1174,1995-08-03,699.410,706.650,698.590,703.440,181712300
1175,1995-08-04,707.190,712.540,706.550,709.880,257034100
1176,1995-08-07,708.270,718.540,707.370,718.080,268904300
1177,1995-08-08,724.790,728.510,709.240,712.530,356622600
1178,1995-08-09,711.800,717.550,704.870,717.460,362322000
1179,1995-08-10,718.750,741.320,714.620,735.150,855836600
1180,1995-08-11,736.640,749.530,734.520,744.990,905935700
1181,1995-08-14,759.120,788.160,752.980,776.130,1183522500
1182,1995-08-15,773.740,773.740,749.540,751.480,727862700
1183,1995-08-16,752.410,767.710,752.390,767.660,780019000
1184,1995-08-17,775.800,783.220,763.250,769.450,696710800
1185,1995-08-18,772.570,773.230,753.280,757.430,495351800
1186,1995-08-21,752.060,755.440,735.120,739.060,411319900
1187,1995-08-22,738.940,742.920,734.410,739.860,243088700
1188,1995-08-23,741.720,744.390,724.690,729.890,251578600
1189,1995-08-24,728.760,735.420,718.050,733.850,259630700
1190,1995-08-25,733.190,734.510,723.900,727.580,220727700
1191,1995-08-28,724.100,728.680,722.530,725.620,147884900
1192,1995-08-29,728.110,741.650,719.870,722.080,256824000
1193,1995-08-30,721.750,725.870,714.040,715.730,179381700
1194,1995-08-31,715.560,723.870,711.110,723.870,188234200
1195,1995-09-01,726.050,728.850,720.990,728.840,203653300
1196,1995-09-04,731.420,737.940,728.990,737.890,286588300
1197,1995-09-05,743.210,751.580,736.220,739.530,269862400
1198,1995-09-06,738.990,754.200,738.270,753.750,381750200
1199,1995-09-07,758.290,766.030,753.010,753.840,619018000
1200,1995-09-08,753.280,758.180,747.060,751.080,305147800
1201,1995-09-11,756.680,775.450,755.620,775.450,421379400
1202,1995-09-12,791.360,792.540,760.760,763.690,461111700
1203,1995-09-13,764.910,767.120,755.000,763.180,342601500
1204,1995-09-14,765.140,766.060,754.470,758.130,544840500
1205,1995-09-15,756.650,757.890,749.890,755.930,269183300
1206,1995-09-18,757.990,758.180,751.310,757.400,241800200
1207,1995-09-19,761.170,762.180,735.210,736.740,315408300
1208,1995-09-20,730.280,731.540,721.000,726.140,202767400
1209,1995-09-21,726.320,731.890,726.250,731.170,136701500
1210,1995-09-22,732.070,733.810,727.370,730.010,107483000
1211,1995-09-25,730.010,730.010,717.430,723.350,121079200
1212,1995-09-26,723.220,729.290,721.790,728.860,102287100
1213,1995-09-27,727.470,728.210,707.610,708.460,260865500
1214,1995-09-28,705.020,711.190,699.100,711.190,206893700
1215,1995-09-29,711.910,722.430,711.910,722.430,192206100
1216,1995-10-04,724.040,725.200,716.070,717.790,122204500
1217,1995-10-05,718.000,724.920,715.640,724.880,102040100
1218,1995-10-06,724.880,729.540,718.930,719.960,232343100
1219,1995-10-09,717.990,717.990,704.410,706.290,234576000
1220,1995-10-10,704.550,720.430,703.340,708.630,399519400
1221,1995-10-11,705.560,710.890,700.690,710.890,413923000
1222,1995-10-12,713.250,714.860,703.800,704.400,548718400
1223,1995-10-13,702.490,711.530,693.860,702.980,392921000
1224,1995-10-16,702.130,706.400,696.790,701.340,259195300
1225,1995-10-17,700.860,705.600,698.480,702.400,188829900
1226,1995-10-18,705.720,716.830,705.720,716.830,427305400
1227,1995-10-19,719.760,720.750,700.830,702.790,452719700
1228,1995-10-20,700.330,726.290,697.560,726.290,322121200
1229,1995-10-23,729.760,729.970,718.440,723.090,387799400
1230,1995-10-24,724.790,727.400,720.230,723.570,311609700
1231,1995-10-25,765.210,765.480,740.740,760.410,804644100
1232,1995-10-26,757.110,759.730,731.140,731.470,637761800
1233,1995-10-27,730.960,735.060,721.470,722.370,357931900
1234,1995-10-30,722.860,724.570,719.240,722.780,251325400
1235,1995-10-31,723.430,726.490,715.400,717.320,273356700
1236,1995-11-01,716.460,727.500,712.270,723.390,303568700
1237,1995-11-02,723.960,728.350,719.140,721.700,205036500
1238,1995-11-03,720.770,727.790,720.770,727.780,315530800
1239,1995-11-06,729.040,736.150,728.990,736.150,247745500
1240,1995-11-07,736.900,736.910,728.050,729.690,203449800
1241,1995-11-08,725.330,725.330,708.580,711.610,255337500
1242,1995-11-09,708.580,714.530,700.820,711.200,205113400
1243,1995-11-10,710.750,712.190,708.000,708.760,132863600
1244,1995-11-13,705.890,705.920,686.430,688.700,168168100
1245,1995-11-14,687.060,691.250,684.470,688.870,129028100
1246,1995-11-15,688.500,692.200,680.680,692.200,170547400
1247,1995-11-16,690.110,691.090,681.250,682.440,265830600
1248,1995-11-17,680.080,682.230,675.370,676.190,123332200
1249,1995-11-20,671.800,677.110,668.630,674.740,82851300
1250,1995-11-21,675.180,678.860,675.180,678.420,117392800
1251,1995-11-22,678.640,679.340,662.860,663.320,91495500
1252,1995-11-23,662.610,664.860,657.640,658.370,101738700
1253,1995-11-24,656.960,662.050,654.090,659.370,76356300
1254,1995-11-27,658.080,658.320,644.560,645.030,85662000
1255,1995-11-28,643.730,652.570,638.310,652.570,95965500
1256,1995-11-29,652.100,652.100,640.550,641.590,73242800
1257,1995-11-30,639.510,652.620,632.030,641.140,92361600
1258,1995-12-01,631.550,639.490,624.930,633.810,92195100
1259,1995-12-04,632.720,635.730,632.240,634.920,41221800
1260,1995-12-05,636.430,638.760,635.590,637.220,46021200
1261,1995-12-06,637.300,637.320,627.850,628.430,64182100
1262,1995-12-07,628.630,632.370,627.060,631.840,50083200
1263,1995-12-08,631.950,643.360,631.840,636.780,145822100
1264,1995-12-11,636.820,639.290,618.080,619.260,113772900
1265,1995-12-12,616.340,633.930,605.090,629.450,147649300
1266,1995-12-13,629.840,631.020,613.190,613.800,143350600
1267,1995-12-14,613.070,617.860,611.490,614.750,76643700
1268,1995-12-15,612.600,612.610,601.020,603.890,99369600
1269,1995-12-18,600.650,600.650,591.510,592.140,80970000
1270,1995-12-19,592.720,596.350,590.900,592.060,63900300
1271,1995-12-20,593.510,601.100,593.510,601.040,66590100
1272,1995-12-21,601.910,606.690,597.230,597.430,95768000
1273,1995-12-22,596.260,599.710,591.370,594.240,69686700
1274,1995-12-25,590.760,590.760,579.260,580.030,70979200
1275,1995-12-26,578.790,580.380,571.430,572.220,54895200
1276,1995-12-27,571.680,573.870,562.330,570.400,80912300
1277,1995-12-28,568.770,569.190,555.660,556.820,80937200
1278,1995-12-29,555.740,561.610,552.840,555.290,82233700
1279,1996-01-02,550.260,550.260,537.380,537.870,48247800
1280,1996-01-03,535.230,542.740,530.790,542.420,55619200
1281,1996-01-04,541.940,558.940,539.760,558.760,110591300
1282,1996-01-05,559.030,561.360,536.120,536.370,138637100
1283,1996-01-08,533.330,540.040,527.910,539.170,69620700
1284,1996-01-09,541.350,559.640,540.990,558.620,189474200
1285,1996-01-10,552.300,552.310,540.590,547.620,153153500
1286,1996-01-11,547.460,552.560,543.120,545.640,115774400
1287,1996-01-12,545.230,549.760,541.670,547.110,96742900
1288,1996-01-15,545.050,551.910,543.830,551.040,91936100
1289,1996-01-16,551.820,554.900,545.490,547.760,85291100
1290,1996-01-17,546.210,548.570,535.240,537.310,98115300
1291,1996-01-18,533.380,533.410,517.300,517.630,126754900
1292,1996-01-19,515.000,523.590,512.830,523.510,86391200
1293,1996-01-22,520.950,521.000,514.160,516.460,68262400
1294,1996-01-23,515.480,522.410,515.480,519.600,55634000
1295,1996-01-24,519.940,524.330,519.940,522.630,77997700
1296,1996-01-25,523.750,538.960,520.740,521.370,230732000
1297,1996-01-26,516.440,527.070,515.370,525.570,96733000
1298,1996-01-29,526.200,530.170,525.490,529.140,109830000
1299,1996-01-30,531.300,532.650,525.600,532.570,115375600
1300,1996-01-31,531.460,538.110,530.120,537.350,196473200
1301,1996-02-01,536.240,537.170,532.610,536.680,96221700
1302,1996-02-02,535.120,536.040,528.570,536.040,99307000
1303,1996-02-05,537.230,537.270,522.480,522.850,122087600
1304,1996-02-06,520.080,522.670,518.180,520.690,77620400
1305,1996-02-07,520.370,524.720,519.650,524.300,67355500
1306,1996-02-08,523.740,524.650,521.130,521.860,37869400
1307,1996-02-09,522.000,525.430,521.110,525.410,32965800
1308,1996-02-12,523.570,524.060,523.570,523.850,36464200
1309,1996-02-13,525.140,530.750,524.960,529.580,47176200
1310,1996-02-14,530.090,534.180,528.710,529.250,49788200
1311,1996-02-15,529.320,538.350,528.500,536.980,83097900
1312,1996-02-16,537.130,553.830,537.130,552.940,187061000
1313,1996-03-04,583.380,601.980,572.910,601.980,448092300
1314,1996-03-05,600.460,606.510,582.730,587.060,428967200
1315,1996-03-06,582.370,583.330,558.690,559.700,251425700
1316,1996-03-07,558.120,569.330,558.040,569.330,114842000
1317,1996-03-08,566.890,574.780,559.180,573.130,133441200
1318,1996-03-11,574.190,575.470,565.530,568.120,115724600
1319,1996-03-12,566.300,566.300,556.410,563.880,116622500
1320,1996-03-13,562.770,566.130,561.030,563.200,66170200
1321,1996-03-14,562.980,564.730,561.500,562.300,59266700
1322,1996-03-15,561.440,563.500,557.540,562.390,59779500
1323,1996-03-18,561.810,568.020,561.090,567.870,98070400
1324,1996-03-19,568.140,571.130,565.340,566.550,76332200
1325,1996-03-20,566.280,570.480,566.240,569.670,80307100
1326,1996-03-21,570.220,574.010,569.310,569.760,111847900
1327,1996-03-22,569.510,571.330,566.520,570.180,88493500
1328,1996-03-25,570.770,572.750,569.370,570.240,96236100
1329,1996-03-26,570.250,570.740,562.970,563.520,89045500
1330,1996-03-27,562.730,562.980,557.320,562.350,68452200
1331,1996-03-28,562.310,562.440,553.890,554.040,106069700
1332,1996-03-29,553.790,557.330,549.720,556.390,108585600
1333,1996-04-01,566.210,573.950,561.950,566.190,137165400
1334,1996-04-02,564.940,564.990,556.910,557.210,67606800
1335,1996-04-03,557.560,562.280,556.230,560.980,48423900
1336,1996-04-04,561.190,564.470,559.820,563.190,53691000
1337,1996-04-05,563.670,584.180,563.670,582.530,115715900
1338,1996-04-08,583.630,587.600,578.320,581.380,189963000
1339,1996-04-09,580.630,580.940,576.610,578.070,85930500
1340,1996-04-10,578.370,582.300,577.730,579.820,100459600
1341,1996-04-11,579.510,583.380,576.990,583.380,99855400
1342,1996-04-12,584.390,593.730,584.390,586.960,154845800
1343,1996-04-15,585.950,587.920,583.320,584.670,82784900
1344,1996-04-16,584.270,591.420,584.220,590.850,135067200
1345,1996-04-17,594.150,597.770,591.890,593.380,174049200
1346,1996-04-18,592.810,600.280,589.800,600.280,165678900
1347,1996-04-19,602.150,618.270,602.150,618.120,412333900
1348,1996-04-22,624.930,627.650,613.940,613.970,531217400
1349,1996-04-23,611.370,623.770,609.890,623.770,288155500
1350,1996-04-24,633.800,664.650,633.800,664.650,718455300
1351,1996-04-25,674.470,686.380,650.820,652.670,668921300
1352,1996-04-26,660.140,714.560,660.140,707.610,1007137600
1353,1996-04-29,722.570,739.290,710.000,738.620,878022200
1354,1996-04-30,728.390,738.500,679.450,681.160,723560400
1355,1996-05-02,715.970,721.660,652.760,654.430,517900100
1356,1996-05-03,654.430,660.270,645.010,650.040,296082700
1357,1996-05-06,648.230,672.850,648.230,671.280,576648800
1358,1996-05-07,677.440,682.620,660.020,661.160,493371500
1359,1996-05-08,659.700,666.860,653.120,661.270,311917000
1360,1996-05-09,659.400,669.800,654.820,656.900,267248100
1361,1996-05-10,656.330,661.470,648.000,661.470,222507400
1362,1996-05-13,665.490,672.760,663.680,666.100,383160500
1363,1996-05-14,668.580,672.440,663.340,665.410,281169900
1364,1996-05-15,665.750,682.050,664.990,682.050,278265100
1365,1996-05-16,687.510,698.370,682.270,683.070,588904700
1366,1996-05-17,685.205,712.051,682.409,711.930,432081000
1367,1996-05-20,719.192,725.161,699.365,703.084,662809700
1368,1996-05-21,701.959,707.062,660.928,661.852,471554900
1369,1996-05-22,658.146,672.610,657.426,668.621,366383700
1370,1996-05-23,668.698,670.245,641.568,642.673,329240100
1371,1996-05-24,638.759,644.919,630.420,639.802,251911000
1372,1996-05-27,639.513,642.106,635.016,637.959,120722300
1373,1996-05-28,638.569,647.063,638.179,646.912,193418800
1374,1996-05-29,648.546,652.282,646.836,650.555,141789900
1375,1996-05-30,650.610,650.895,634.023,636.364,168118300
1376,1996-05-31,633.916,653.224,632.220,643.650,241609900
1377,1996-06-03,643.955,652.519,636.457,641.092,323304400
1378,1996-06-04,642.063,656.587,642.000,651.511,318367500
1379,1996-06-05,654.782,696.970,654.041,696.970,599126300
1380,1996-06-06,703.031,715.578,691.487,702.637,777663300
1381,1996-06-07,720.436,739.438,716.541,727.341,1069187000
1382,1996-06-10,740.108,764.633,736.988,764.386,1064045100
1383,1996-06-11,765.325,765.354,742.398,752.260,770569800
1384,1996-06-12,761.385,774.012,751.342,755.772,805835100
1385,1996-06-13,758.222,769.302,745.534,768.681,692963900
1386,1996-06-14,781.984,790.318,772.394,777.275,1017219300
1387,1996-06-17,779.711,780.354,750.040,751.996,602104200
1388,1996-06-18,749.298,793.600,748.561,793.564,539872900
1389,1996-06-19,801.098,814.201,787.366,796.911,734585600
1390,1996-06-20,788.920,802.614,783.469,793.585,397506400
1391,1996-06-21,797.901,806.104,793.420,796.108,377321300
1392,1996-06-24,797.867,799.029,789.090,793.339,339144200
1393,1996-06-25,764.658,788.693,762.132,780.650,366814800
1394,1996-06-26,782.152,802.040,782.152,801.463,389447400
1395,1996-06-27,811.509,819.839,801.740,806.461,573174400
1396,1996-06-28,809.603,811.879,798.036,804.251,436406200
1397,1996-07-01,800.909,801.050,755.322,761.115,602765200
1398,1996-07-02,758.467,766.066,753.639,759.713,361340700
1399,1996-07-03,767.108,786.159,766.432,786.134,543638900
1400,1996-07-04,790.277,794.854,774.070,785.429,618188500
1401,1996-07-05,788.102,797.151,783.861,785.379,713511700
1402,1996-07-08,794.128,807.894,790.092,807.339,727434700
1403,1996-07-09,815.020,822.508,807.434,817.612,767306400
1404,1996-07-10,821.096,825.392,809.352,820.046,657426200
1405,1996-07-11,822.175,822.389,790.569,792.068,539523000
1406,1996-07-12,784.264,796.410,778.871,796.410,380190500
1407,1996-07-15,794.880,796.250,780.150,789.158,366584000
1408,1996-07-16,796.757,823.772,793.690,823.080,568110200
1409,1996-07-17,830.646,841.408,808.495,808.990,719264700
1410,1996-07-18,808.092,819.559,808.092,818.044,381463500
1411,1996-07-19,824.009,857.079,820.661,856.928,860225700
1412,1996-07-22,871.478,887.067,870.219,884.939,1082827000
1413,1996-07-23,888.918,889.413,864.509,871.487,684744700
1414,1996-07-24,874.972,894.729,874.972,887.596,776747000
1415,1996-07-25,887.250,894.214,867.092,868.159,822468900
1416,1996-07-26,868.275,872.267,840.205,845.123,653036400
1417,1996-07-29,846.188,855.499,837.196,855.421,416855800
1418,1996-07-30,861.721,865.502,834.871,836.932,409372700
1419,1996-07-31,836.672,841.719,820.851,822.477,356860200
1420,1996-08-01,823.172,843.014,814.886,835.105,371330400
1421,1996-08-02,842.395,850.589,828.664,838.875,391827200
1422,1996-08-05,846.031,853.199,838.598,853.193,325265800
1423,1996-08-06,854.775,862.433,848.358,862.223,376433100
1424,1996-08-07,865.493,873.028,862.613,867.267,511448200
1425,1996-08-08,871.029,877.919,869.547,875.999,446744900
1426,1996-08-09,875.187,880.309,857.735,871.604,543428800
1427,1996-08-12,880.130,894.858,880.130,886.046,529240600
1428,1996-08-13,885.890,887.350,872.396,874.805,338046300
1429,1996-08-14,875.785,879.089,868.738,871.645,306699800
1430,1996-08-15,872.831,878.571,864.768,865.827,370310300
1431,1996-08-16,862.681,862.880,838.418,853.870,392755900
1432,1996-08-19,852.335,852.353,834.851,835.209,253243000
1433,1996-08-20,834.730,837.575,820.766,822.442,271578000
1434,1996-08-21,825.691,842.684,825.605,833.606,353354900
1435,1996-08-22,838.196,842.458,816.046,818.196,300231100
1436,1996-08-23,824.887,824.887,786.440,803.693,350852700
1437,1996-08-26,789.148,800.533,770.850,773.068,294132200
1438,1996-08-27,769.787,787.484,766.700,787.467,259649100
1439,1996-08-28,790.716,806.356,789.062,796.839,349927500
1440,1996-08-29,797.314,797.977,783.958,788.734,314290700
1441,1996-08-30,791.392,809.968,791.390,809.938,466421900
1442,1996-09-02,812.942,813.567,803.128,804.778,362917600
1443,1996-09-03,805.533,818.879,799.011,800.223,363471600
1444,1996-09-04,797.898,813.464,795.073,812.015,371796900
1445,1996-09-05,817.370,838.667,812.932,814.383,705552700
1446,1996-09-06,813.592,818.356,796.173,801.234,361496500
1447,1996-09-09,798.597,799.977,791.626,793.586,360370900
1448,1996-09-10,793.219,793.219,763.147,764.449,357919100
1449,1996-09-11,762.806,773.598,754.587,769.245,290259500
1450,1996-09-12,780.324,784.182,754.109,757.087,495112500
1451,1996-09-13,756.391,779.069,752.684,779.069,329442500
1452,1996-09-16,779.853,784.478,771.802,778.293,310575900
1453,1996-09-17,777.728,785.111,774.146,776.479,282571200
1454,1996-09-18,781.335,782.729,757.943,760.756,296064700
1455,1996-09-19,756.113,769.131,754.283,769.099,204782700
1456,1996-09-20,772.289,805.538,770.042,805.538,363256800
1457,1996-09-23,812.942,852.037,812.308,851.986,875020900
1458,1996-09-24,857.416,865.492,845.393,849.924,761911600
1459,1996-09-25,855.345,858.601,830.251,835.181,526965300
1460,1996-09-26,837.683,857.441,837.680,854.664,552870500
1461,1996-09-27,861.623,875.525,855.752,875.525,677971100
1462,1996-10-03,887.852,891.705,864.672,865.486,585527500
1463,1996-10-04,864.194,869.650,855.788,863.459,384919800
1464,1996-10-07,866.072,869.871,852.831,864.663,440136700
1465,1996-10-08,869.075,882.085,865.421,877.607,536293200
1466,1996-10-09,882.187,883.620,865.565,874.011,510722900
1467,1996-10-10,878.052,904.135,877.337,904.095,974568300
1468,1996-10-11,909.061,912.007,898.716,909.894,1125254200
1469,1996-10-14,919.704,943.552,919.704,940.786,1250236200
1470,1996-10-15,943.806,944.935,925.661,937.293,865586700
1471,1996-10-16,944.347,953.404,921.145,933.883,849945500
1472,1996-10-17,931.114,952.451,928.083,952.322,833141600
1473,1996-10-18,960.551,968.215,937.772,939.932,996399000
1474,1996-10-21,943.028,964.439,943.028,964.392,740976100
1475,1996-10-22,952.934,978.977,943.025,976.471,1011405700
1476,1996-10-23,989.320,1011.133,986.720,1010.834,1426261100
1477,1996-10-24,1017.458,1020.972,1004.367,1007.914,1116509600
1478,1996-10-25,1006.301,1016.907,994.824,1012.672,1127398700
1479,1996-10-28,1001.228,1026.842,1000.070,1022.864,1029549400
1480,1996-10-29,1032.611,1038.811,1013.490,1017.518,1114288800
1481,1996-10-30,1017.064,1022.021,955.231,958.939,891342200
1482,1996-10-31,972.165,983.229,949.590,976.710,718393000
1483,1996-11-01,935.169,962.107,906.955,930.789,797474700
1484,1996-11-04,930.996,947.875,929.730,945.117,562850200
1485,1996-11-05,947.442,950.361,922.667,928.029,503855500
1486,1996-11-06,925.755,928.465,896.875,915.051,397199800
1487,1996-11-07,919.950,931.600,915.621,928.141,349476100
1488,1996-11-08,927.241,927.388,911.915,919.674,305442000
1489,1996-11-11,923.368,933.969,922.196,933.969,363143200
1490,1996-11-12,937.699,949.246,928.976,943.003,493715800
1491,1996-11-13,945.976,951.090,932.930,940.522,452026000
1492,1996-11-14,944.463,957.608,943.607,953.190,553915200
1493,1996-11-15,951.513,958.615,943.802,950.827,550985700
1494,1996-11-18,952.726,1004.948,948.817,1004.689,827896200
1495,1996-11-19,1019.619,1047.393,1008.231,1015.958,1289000700
1496,1996-11-20,1010.810,1018.894,992.269,1014.925,854193500
1497,1996-11-21,1018.051,1025.579,937.841,940.773,871465700
1498,1996-11-22,928.515,952.027,919.607,951.832,636231700
1499,1996-11-25,948.587,976.552,938.806,976.550,644017800
1500,1996-11-26,981.467,985.133,957.807,967.589,620120700
1501,1996-11-27,966.935,987.184,960.456,980.381,547605600
1502,1996-11-28,983.010,1002.540,978.509,992.639,751075500
1503,1996-11-29,997.851,1037.158,997.835,1032.947,1313048700
1504,1996-12-02,1056.675,1134.903,1056.675,1134.523,2041152800
1505,1996-12-03,1157.125,1177.675,1118.831,1122.989,2148567500
1506,1996-12-04,1117.030,1170.602,1115.265,1169.920,1482844100
1507,1996-12-05,1199.384,1215.251,1180.208,1212.081,1968710700
1508,1996-12-06,1207.303,1220.305,1194.768,1212.889,1443051800
1509,1996-12-09,1227.479,1250.562,1227.475,1247.658,1560320100
1510,1996-12-10,1244.114,1244.114,1202.279,1230.254,1296336700
1511,1996-12-11,1225.385,1258.689,1220.406,1244.900,1268027600
1512,1996-12-12,1248.139,1254.295,1167.979,1177.136,1120406100
1513,1996-12-13,1164.343,1175.442,1108.293,1110.038,974248600
1514,1996-12-16,1005.009,1005.123,999.631,1000.022,143300300
1515,1996-12-17,907.653,943.372,903.852,905.579,601468400
1516,1996-12-18,872.355,975.962,869.024,972.730,1012433400
1517,1996-12-19,971.148,983.244,893.466,902.423,890830000
1518,1996-12-20,881.086,898.922,864.258,885.238,619893000
1519,1996-12-23,900.320,911.585,890.836,902.014,443724000
1520,1996-12-24,907.632,911.122,864.149,865.577,366522400
1521,1996-12-25,870.444,897.448,855.847,895.177,415918500
1522,1996-12-26,904.022,924.332,890.407,924.235,552219100
1523,1996-12-27,925.800,927.095,903.823,922.348,550900400
1524,1996-12-30,929.724,938.546,923.945,934.213,571750500
1525,1996-12-31,935.907,935.970,912.974,917.018,472143300
1526,1997-01-02,914.060,920.193,909.464,919.435,265303700
