,32,33,34,35,36,37,38,39,40,41
0,0.005232,0.004507,0.004627,0.003985,0.003272,0.003009,0.003883,0.004285,0.004139,0.003379
1,0.004507,0.006509,0.005418,0.004666,0.003831,0.003524,0.004547,0.005017,0.004846,0.003957
2,0.004627,0.005418,0.006362,0.004790,0.003933,0.003617,0.004668,0.005150,0.004975,0.004062
3,0.003985,0.004666,0.004790,0.005480,0.003387,0.003116,0.004020,0.004436,0.004285,0.003498
4,0.003272,0.003831,0.003933,0.003387,0.004902,0.002558,0.003301,0.003642,0.003518,0.002872
5,0.003009,0.003524,0.003617,0.003116,0.002558,0.005872,0.003036,0.003350,0.003236,0.002642
6,0.003883,0.004547,0.004668,0.004020,0.003301,0.003036,0.005182,0.004323,0.004175,0.003409
7,0.004285,0.005017,0.005150,0.004436,0.003642,0.003350,0.004323,0.008955,0.004607,0.003761
8,0.004139,0.004846,0.004975,0.004285,0.003518,0.003236,0.004175,0.004607,0.008139,0.003633
9,0.003379,0.003957,0.004062,0.003498,0.002872,0.002642,0.003409,0.003761,0.003633,0.003831
